User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
6722374,383004,School,United States,Oklahoma,transitioning,4,2017-01-09,2017-01-09,2017-06-30,False
6722375,383004,School,United States,Oklahoma,not sure,K,2017-01-05,2017-01-05,2017-06-30,False
6722378,383004,School,United States,Oklahoma,no,"Pre, K, 1",2018-01-18,2018-01-18,2018-06-30,False
6722381,383004,School,United States,Oklahoma,no,K,2017-01-08,2017-01-08,2017-06-30,False
6722384,383004,School,United States,Oklahoma,not sure,5,2017-01-08,2017-01-08,2017-06-30,False
6722386,383004,School,United States,Oklahoma,no,2,2017-08-19,2017-09-02,2018-06-30,False
6722389,383004,School,United States,Oklahoma,not sure,3,2017-01-09,2017-01-09,2017-06-30,False
6722853,360254,School,United States,Kentucky,transitioning,1,2017-01-05,2017-01-05,2017-06-30,False
6723967,382094,School,United States,Oklahoma,no,K,2017-01-05,2017-01-05,2017-06-30,False
6724042,382094,School,United States,Oklahoma,no,K,2017-01-11,2017-01-11,2017-06-30,False
6724043,382094,School,United States,Oklahoma,no,K,2017-01-06,2017-01-06,2017-06-30,False
6724045,382094,School,United States,Oklahoma,not sure,K,2017-01-06,2017-01-06,2017-06-30,False
6724046,382094,School,United States,Oklahoma,no,K,2017-01-08,,,False
6724271,343392,School,United States,Pennsylvania,no,Upper,2017-02-05,,,False
6724272,343392,School,United States,Pennsylvania,not sure,5,2017-02-04,2017-02-04,2017-06-30,False
6725588,356932,School,United States,Alabama,no,Upper,2017-01-05,,,False
6728086,16687,School,United States,Texas,no,"2, 3, 4",2017-01-06,2017-01-14,2017-06-30,False
6731457,350172,School,United States,South Carolina,no,4,2017-01-06,2017-01-06,2017-06-30,False
6731501,350172,School,United States,South Carolina,no,1,2017-10-24,2017-10-24,2018-06-30,False
6731664,375534,School,United States,Illinois,no,K,2017-01-06,2017-01-06,2017-06-30,False
6731665,375534,School,United States,Illinois,yes,1,2017-01-06,2017-01-09,2017-06-30,False
6731666,375534,School,United States,Illinois,no,2,2017-01-06,2017-01-25,2017-06-30,False
6731667,375534,School,United States,Illinois,transitioning,4,2017-01-06,2017-01-06,2017-06-30,False
6731947,375534,School,United States,Illinois,no,5,2017-01-06,2017-01-06,2017-06-30,False
6733852,375534,School,United States,Illinois,yes,Upper,2017-01-06,2017-01-13,2017-06-30,False
6734034,382094,School,United States,Oklahoma,no,1,2017-01-11,2017-01-11,2017-06-30,False
6738224,382182,School,United States,Oklahoma,not sure,4,2017-01-06,2017-02-01,2017-06-30,False
6743407,333111,School,United States,Massachusetts,transitioning,K,2017-01-07,2017-01-07,2017-06-30,False
6744956,16768,School,United States,South Dakota,transitioning,Upper,2017-01-07,2017-01-22,2017-06-30,False
6749582,389933,School,United States,Colorado,not sure,2,2017-01-08,2017-01-08,2017-06-30,False
6757903,389933,School,United States,Colorado,not sure,2,2017-01-09,,,False
6757905,389933,School,United States,Colorado,not sure,K,2017-01-08,2018-02-12,2018-06-30,False
6757906,389933,School,United States,Colorado,yes,3,2017-01-09,2017-01-15,2017-06-30,False
6757907,389933,School,United States,Colorado,not sure,1,2017-01-08,2017-08-30,2018-06-30,False
6760311,330497,School,United States,Washington,yes,"K, 1",2017-01-08,2017-01-08,2017-06-30,False
6760978,16816,School,Canada,Ontario,no,"3, 4",2017-01-08,2017-01-30,2017-06-30,False
6762087,382521,School,United States,Oklahoma,transitioning,4,2017-01-08,2017-01-23,2017-06-30,False
6762210,325641,School,United States,California,transitioning,3,2017-01-08,2017-10-27,2018-06-30,False
6762895,332197,School,United States,Massachusetts,yes,3,2017-01-08,2017-01-08,2017-06-30,False
6765914,330497,School,United States,Washington,yes,"2, 3, 4, 5",2017-01-08,2017-02-06,2017-06-30,False
6768297,389531,School,United States,California,transitioning,,2017-01-09,2017-01-09,2017-06-30,False
6772846,27042,School,United States,New Jersey,yes,Upper,2017-09-05,,,False
6774141,16368,School,Canada,Ontario,not sure,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-01-09,2017-01-09,2017-06-30,False
6775157,16368,School,Canada,Ontario,no,Upper,2017-01-09,,,False
6775238,365011,School,United States,Michigan,transitioning,4,2017-01-19,2018-02-06,2018-06-30,False
6775342,359903,School,United States,Kentucky,yes,4,2017-11-18,2017-11-18,2018-06-30,False
6777002,16899,School,United States,Illinois,transitioning,"1, 2, 3, 4, 5, Upper",2017-01-09,2017-01-09,2017-06-30,False
6780463,16368,School,Canada,Ontario,no,4,2017-01-09,2017-01-16,2017-06-30,False
6780830,391754,School,United States,Utah,not sure,4,2017-01-09,,,False
6781708,326022,School,United States,California,transitioning,1,2017-01-09,2017-01-09,2017-06-30,False
6785510,325610,School,United States,California,transitioning,4,2017-01-09,2017-01-09,2017-06-30,False
6790327,336849,School,United States,New Jersey,transitioning,1,2017-01-10,2017-01-10,2017-06-30,False
6791775,341521,School,United States,Pennsylvania,no,"K, 1, 2",2017-11-29,2017-12-15,2018-06-30,False
6792018,341521,School,United States,Pennsylvania,no,4,2017-01-10,,,False
6792144,372004,School,United States,South Dakota,transitioning,4,2017-02-16,2017-02-16,2017-06-30,False
6792237,341521,School,United States,Pennsylvania,no,3,2017-11-20,2017-11-30,2018-06-30,False
6794189,373230,School,United States,Illinois,yes,5,2017-01-10,,,False
6795904,381631,School,United States,Arkansas,no,2,2017-01-11,2017-01-11,2017-06-30,False
6798050,326173,School,United States,California,yes,5,2017-01-10,2017-01-10,2017-06-30,False
6798151,326173,School,United States,California,transitioning,"5, Upper",2017-01-14,,,False
6798154,326173,School,United States,California,transitioning,Upper,2017-01-10,2017-08-25,2018-06-30,False
6803642,352510,School,United States,Georgia,not sure,1,2017-10-09,,,False
6803655,3126,School,United States,Michigan,transitioning,5,2017-01-11,2017-01-11,2017-06-30,False
6803670,3126,School,United States,Michigan,transitioning,"K, 1, 2, 3, 4, 5",2017-01-11,2017-01-11,2017-06-30,False
6804065,381631,School,United States,Arkansas,yes,2,2017-01-11,,,False
6804069,381631,School,United States,Arkansas,transitioning,1,2017-01-11,2017-01-11,2017-06-30,False
6805617,382094,School,,,not sure,2,2017-01-12,2017-01-12,2017-06-30,False
6805618,382094,School,United States,Oklahoma,no,1,2017-01-11,2017-01-11,2017-06-30,False
6805619,382094,School,United States,Oklahoma,no,2,2017-01-11,2017-01-11,2017-06-30,False
6806076,388674,School,United States,Texas,not sure,2,2017-01-11,2017-01-11,2017-06-30,False
6806133,388674,School,United States,Texas,not sure,3,2017-01-11,2017-01-11,2017-06-30,False
6806136,388674,School,United States,Texas,not sure,1,2017-01-11,2017-01-27,2017-06-30,False
6806137,388674,School,United States,Texas,not sure,3,2017-01-11,2017-01-25,2017-06-30,False
6806356,388674,School,United States,Texas,no,5,2017-01-11,2017-01-11,2017-06-30,False
6806398,388674,School,United States,Texas,no,5,2017-01-11,2017-01-11,2017-06-30,False
6806399,388674,School,United States,Texas,not sure,4,2017-10-13,2017-10-13,2018-06-30,False
6806407,388674,School,United States,Texas,not sure,4,2017-01-11,2017-02-01,2017-06-30,False
6807172,375728,School,United States,Illinois,yes,4,2017-01-11,2017-01-11,2017-06-30,False
6807495,382094,School,United States,Oklahoma,not sure,2,2017-01-12,2017-01-12,2017-06-30,False
6807496,382094,School,United States,Oklahoma,no,1,2017-01-11,,,False
6807498,382094,School,United States,Oklahoma,no,2,2017-01-11,2017-01-11,2017-06-30,False
6807499,382094,School,United States,Oklahoma,not sure,2,2017-01-12,2017-01-12,2017-06-30,False
6810137,388674,School,United States,Texas,no,3,2017-01-12,2017-01-12,2017-06-30,False
6813193,397267,School,United States,California,yes,"2, 3",2017-01-11,2017-01-11,2017-06-30,False
6813753,388674,School,United States,Texas,not sure,"2, Upper",2017-01-11,,,False
6813838,374383,School,United States,Illinois,transitioning,4,2017-01-11,2017-01-11,2017-06-30,False
6815777,17144,School,United States,North Carolina,no,"K, 1, 2, 3, 4, 5",2017-01-12,2017-01-20,2017-06-30,False
6815980,382094,School,United States,Oklahoma,no,Pre,2017-01-12,2017-01-12,2017-06-30,False
6815981,382094,School,United States,Oklahoma,not sure,"Pre, K",2017-01-12,,,False
6817071,382094,School,United States,Oklahoma,no,Pre,2017-01-12,,,False
6817072,382094,School,United States,Oklahoma,no,Pre,2017-01-12,,,False
6817774,355820,School,United States,Florida,not sure,K,2017-01-12,,,False
6817777,355820,School,United States,Florida,yes,4,2017-01-12,2017-01-19,2017-06-30,False
6818827,17151,School,Canada,New Brunswick,no,2,2017-01-12,2017-01-16,2017-06-30,False
6818852,355820,School,United States,Florida,no,Pre,2017-01-12,,,False
6819996,355820,School,United States,Florida,yes,K,2017-01-12,2017-01-17,2017-06-30,False
6827466,17202,School,United States,Iowa,yes,Upper,2017-01-12,2017-01-15,2017-06-30,False
6831663,17547,School,United States,New York,not sure,K,2017-01-17,,,False
6832760,355820,School,United States,Florida,yes,4,2017-01-13,2017-01-13,2017-06-30,False
6832930,17249,School,United States,New Jersey,yes,Upper,2017-01-13,2017-01-27,2017-06-30,False
6834471,359903,School,United States,Kentucky,transitioning,3,2017-01-13,2017-01-13,2017-06-30,False
6836619,336336,School,United States,New Jersey,transitioning,4,2017-01-13,2017-01-17,2017-06-30,False
6839848,324048,School,United States,California,transitioning,3,2017-01-17,2017-01-17,2017-06-30,False
6839850,324048,School,United States,California,transitioning,3,2017-01-13,2017-01-13,2017-06-30,False
6840203,1281,District,United States,California,yes,"K, 1",2017-01-13,2017-02-15,2017-06-30,False
6840351,386857,School,United States,Texas,yes,"1, 2, 3, 4, 5",2017-01-13,2017-01-13,2018-06-30,False
6840430,386857,School,United States,Texas,no,5,2017-01-13,,,False
6842439,324048,School,United States,California,transitioning,4,2017-01-14,,,False
6842441,324048,School,United States,California,transitioning,2,2017-01-13,2017-01-13,2017-06-30,False
6842615,339547,School,United States,New York,transitioning,2,2017-01-13,2017-01-17,2017-06-30,False
6843753,324048,School,United States,California,transitioning,Upper,2017-01-13,,,False
6855409,323907,School,United States,California,yes,4,2017-01-15,,,False
6856445,379929,School,United States,Nebraska,not sure,K,2017-01-15,2017-01-27,2017-06-30,False
6858409,17567,School,Canada,Ontario,no,1,2017-01-17,2017-01-17,2017-06-30,False
6858410,17567,School,Canada,Ontario,no,"1, 2",2017-01-16,2017-01-23,2017-06-30,False
6861179,394371,School,United States,New Mexico,transitioning,4,2017-01-16,2017-01-16,2017-06-30,False
6862204,382182,School,United States,Oklahoma,not sure,4,2017-01-16,2017-02-02,2017-06-30,False
6863561,353568,School,United States,Florida,yes,3,2017-01-16,2017-01-16,2017-06-30,False
6863570,388674,School,United States,Texas,not sure,2,2017-01-16,2017-01-22,2017-06-30,False
6863624,17511,School,United States,New Jersey,not sure,3,2017-01-16,2017-01-16,2017-06-30,False
6863959,17511,School,United States,New Jersey,transitioning,3,2017-01-17,2017-01-22,2017-06-30,False
6863961,17511,School,United States,New Jersey,transitioning,4,2017-01-16,2017-01-16,2017-06-30,False
6864377,18597,School,United States,Maryland,not sure,"K, 2, 3, 4, 5",2017-01-21,,,False
6868431,17567,School,Canada,Ontario,no,"1, 2",2017-01-17,2017-01-17,2017-06-30,False
6868432,17567,School,Canada,Ontario,not sure,3,2017-01-17,,,False
6868984,359633,School,United States,Kentucky,yes,1,2017-01-17,,,False
6869152,1749,School,United States,Vermont,yes,4,2017-01-17,2017-01-17,2017-06-30,False
6869823,1236,School,United States,Missouri,yes,2,2017-01-17,2017-01-17,2017-06-30,False
6869996,378444,School,United States,Kansas,yes,3,2017-01-17,2017-01-17,2017-06-30,False
6870284,378444,School,United States,Kansas,not sure,2,2017-01-17,2017-01-17,2017-06-30,False
6870285,378444,School,United States,Kansas,not sure,2,2017-01-17,2017-01-23,2017-06-30,False
6870286,378444,School,United States,Kansas,transitioning,1,2017-01-17,,,False
6870619,378444,School,United States,Kansas,yes,4,2017-01-17,2017-01-22,2017-06-30,False
6872389,2467,School,United States,New Hampshire,yes,1,2017-01-17,2017-01-17,2017-06-30,False
6872497,2467,School,United States,New Hampshire,yes,1,2017-01-17,2017-01-17,2017-06-30,False
6872584,2467,School,United States,New Hampshire,yes,1,2017-01-17,2017-01-17,2017-06-30,False
6873448,17835,School,United States,Florida,yes,Upper,2017-01-17,2017-01-17,2017-06-30,False
6873615,383582,School,United States,Texas,no,"K, 1, 2, 3, 4, 5",2017-01-18,2017-01-18,2017-06-30,False
6873670,383582,School,United States,Texas,not sure,5,2017-01-18,2018-02-14,2018-06-30,False
6873671,383582,School,United States,Texas,no,3,2017-01-19,2017-01-19,2017-06-30,False
6874502,378444,School,United States,Kansas,yes,2,2017-01-17,2017-01-23,2017-06-30,False
6874503,378444,School,United States,Kansas,yes,2,2017-01-17,,,False
6875172,378444,School,United States,Kansas,not sure,5,2017-01-18,2017-01-18,2017-06-30,False
6875747,340657,School,United States,New York,no,4,2017-01-17,2017-01-27,2017-06-30,False
6877230,324048,School,United States,California,transitioning,K,2017-01-17,2017-01-17,2017-06-30,False
6877231,324048,School,United States,California,not sure,1,2017-01-17,2017-01-17,2017-06-30,False
6877232,324048,School,United States,California,transitioning,1,2017-01-18,2017-01-18,2017-06-30,False
6877409,324048,School,United States,California,no,1,2017-01-17,,,False
6877504,323772,School,United States,California,transitioning,K,2017-01-20,2017-01-20,2017-06-30,False
6878253,324048,School,United States,California,no,4,2017-01-17,2017-01-22,2017-06-30,False
6878439,361611,School,United States,Ohio,transitioning,"3, 4, 5",2017-01-17,2017-01-17,2017-06-30,False
6878489,361611,School,United States,Ohio,no,2,2017-01-18,2018-02-25,2018-06-30,False
6878490,361611,School,United States,Ohio,no,5,2017-01-27,2017-01-27,2017-06-30,False
6878491,361611,School,United States,Ohio,yes,1,2017-01-23,2018-02-25,2018-06-30,False
6878492,361611,School,United States,Ohio,not sure,1,2017-01-19,2017-02-03,2017-06-30,False
6878643,323772,School,United States,California,transitioning,K,2017-01-17,2017-09-18,2018-06-30,False
6879613,381850,School,United States,Arkansas,not sure,"K, 1, 2, 3, 4",2017-01-17,2017-01-22,2017-06-30,False
6880053,386106,School,United States,Texas,not sure,2,2017-01-17,2017-01-17,2017-06-30,False
6880884,324048,School,United States,California,transitioning,1,2017-01-17,2017-03-29,2017-06-30,False
6880998,324048,School,United States,California,transitioning,2,2017-01-18,2017-07-20,2018-06-30,False
6886845,376205,School,United States,Illinois,yes,"K, 1, 2, 3, 4",2017-01-18,2017-01-18,2017-06-30,False
6887424,383582,School,United States,Texas,not sure,1,2017-01-19,,,False
6887425,383582,School,United States,Texas,no,4,2017-01-19,2017-01-19,2017-06-30,False
6887426,383582,School,United States,Texas,no,K,2017-01-18,2017-01-22,2017-06-30,True
6887427,383582,School,United States,Texas,no,2,2017-01-18,2017-01-23,2017-06-30,False
6887428,383582,School,United States,Texas,not sure,2,2017-01-19,2017-01-19,2017-06-30,False
6887429,383582,School,United States,Texas,no,5,2017-01-18,2017-01-24,2017-06-30,False
6887432,383582,School,United States,Texas,not sure,1,2017-01-19,2017-01-22,2017-06-30,False
6887433,383582,School,United States,Texas,no,K,2017-01-18,2017-03-09,2017-06-30,False
6887434,383582,School,United States,Texas,no,4,2017-01-19,,,False
6887435,383582,School,United States,Texas,no,2,2017-01-19,2017-01-19,2017-06-30,False
6887436,383582,School,United States,Texas,no,"K, 1, 2, 3, 4, 5",2017-01-18,2017-01-18,2017-06-30,False
6887567,376205,School,United States,Illinois,not sure,2,2017-01-18,2017-01-18,2017-06-30,False
6887569,376205,School,United States,Illinois,transitioning,1,2017-01-18,2017-01-18,2017-06-30,False
6887570,376205,School,United States,Illinois,,1,,,,False
6887777,376205,School,United States,Illinois,no,K,2017-01-19,2017-01-19,2017-06-30,False
6887778,376205,School,United States,Illinois,no,2,2017-01-18,,,False
6887981,324048,School,United States,California,transitioning,5,2017-10-05,2017-10-05,2018-06-30,False
6889786,327736,School,United States,California,transitioning,3,2017-02-28,2017-02-28,2017-06-30,False
6890083,376205,School,United States,Illinois,no,3,2017-01-26,,,False
6890682,1733,School,United States,California,yes,"1, 2, 3",2017-01-18,2017-01-18,2017-06-30,False
6891475,17835,School,United States,Florida,yes,Upper,2017-01-18,2017-01-25,2017-06-30,False
6891792,376205,School,United States,Illinois,not sure,3,2017-01-19,2017-01-19,2017-06-30,False
6891793,376205,School,United States,Illinois,yes,4,2017-01-19,2017-01-19,2017-06-30,False
6891811,376205,School,United States,Illinois,transitioning,5,2017-01-18,2017-01-18,2017-06-30,True
6893063,326605,School,United States,California,yes,5,2017-01-18,2017-01-18,2017-06-30,False
6893140,326605,School,United States,California,transitioning,5,2017-01-18,2017-02-21,2017-06-30,False
6893832,2818,School,United States,Arizona,no,1,2017-01-18,2017-01-18,2017-06-30,False
6893934,323900,School,United States,California,yes,3,2017-01-18,2017-01-18,2017-06-30,False
6894952,323900,School,United States,California,no,4,2017-01-18,2017-01-18,2017-06-30,False
6894954,323900,School,United States,California,yes,5,2017-01-18,2017-01-18,2017-06-30,False
6895019,323900,School,United States,California,yes,3,2017-01-18,2017-01-18,2017-06-30,False
6895149,323900,School,United States,California,yes,3,2017-01-19,2017-01-22,2017-06-30,False
6895150,323900,School,United States,California,transitioning,3,2017-02-02,2017-03-17,2017-06-30,False
6895319,323900,School,United States,California,not sure,K,2017-01-20,,,False
6895320,323900,School,United States,California,transitioning,4,2017-01-18,,,False
6895470,350915,School,United States,Georgia,no,1,2017-01-18,,,False
6895533,336495,School,United States,New Jersey,no,2,2017-01-18,2017-02-01,2017-06-30,False
6895542,18027,School,Australia,Queensland,no,"4, 5, Upper",2017-01-18,,,False
6896400,323772,School,United States,California,transitioning,1,2017-01-18,2017-01-18,2017-06-30,False
6907341,1969,School,United States,Arizona,no,K,2017-01-19,2017-01-19,2017-06-30,False
6907342,1969,School,United States,Arizona,no,5,2017-01-19,2017-01-19,2017-06-30,False
6907352,1969,School,United States,Arizona,no,2,2017-01-19,2017-01-19,2017-06-30,False
6907383,18104,School,United States,New Jersey,not sure,"4, 5",2017-01-19,2017-01-19,2017-06-30,False
6911490,368116,School,United States,Iowa,transitioning,5,2017-01-19,2017-05-23,2018-06-30,False
6912205,18157,School,United States,California,yes,2,2017-01-19,,,False
6913626,397267,School,United States,California,no,K,2017-01-19,2017-01-19,2017-06-30,False
6914015,383582,School,United States,Texas,no,"K, 1, 2, 3, 4, 5",2017-01-19,2017-01-19,2017-06-30,False
6914033,1969,School,United States,Arizona,no,K,2017-01-19,2017-01-19,2017-06-30,False
6914512,376205,School,United States,Illinois,,4,,,,False
6914513,376205,School,United States,Illinois,,5,,,,False
6914729,378335,School,United States,Missouri,no,2,2017-01-19,2017-01-19,2017-06-30,False
6915888,378335,School,United States,Missouri,no,1,2017-01-23,2017-01-23,2017-06-30,False
6915889,378335,School,United States,Missouri,not sure,3,2017-01-19,,,False
6916086,396831,School,United States,California,transitioning,5,2017-01-19,2017-01-19,2017-06-30,False
6916203,396831,School,United States,California,no,4,2017-01-21,2017-04-12,2018-06-30,False
6916204,396831,School,United States,California,not sure,5,2017-01-19,2017-01-19,2017-06-30,False
6916205,396831,School,United States,California,yes,Upper,2017-01-19,2017-01-23,2017-06-30,False
6916206,396831,School,United States,California,transitioning,4,2017-04-13,2017-10-30,2018-06-30,False
6916894,323900,School,United States,California,transitioning,3,2017-01-19,2017-01-19,2017-06-30,False
6920491,397267,School,United States,California,transitioning,1,2017-01-20,2017-01-24,2017-06-30,False
6920494,397267,School,United States,California,transitioning,K,2017-01-20,2017-05-28,2018-06-30,False
6922515,396831,School,United States,California,transitioning,3,2017-04-12,2017-04-26,2018-06-30,False
6922516,396831,School,United States,California,not sure,"1, 2",2017-01-19,2017-04-12,2018-06-30,False
6923469,389016,School,United States,Texas,not sure,"Pre, K, 1, 2",2017-01-19,2017-01-23,2017-06-30,True
6929480,397251,School,United States,California,yes,Upper,2017-01-20,2017-01-24,2017-06-30,False
6929507,397251,School,United States,California,yes,Upper,2017-01-20,,,False
6930430,332197,School,United States,Massachusetts,not sure,4,2017-01-20,2017-01-20,2017-06-30,False
6931614,397855,School,United States,California,yes,"5, Upper",2017-01-20,2017-01-20,2017-06-30,False
6931961,397855,School,United States,California,not sure,4,2017-01-20,2017-01-20,2017-06-30,False
6932806,1654,School,United States,Missouri,yes,1,2017-01-20,,,False
6932965,3280,School,United States,California,yes,1,2017-01-20,2017-01-20,2017-06-30,False
6933652,397855,School,United States,California,transitioning,2,2017-01-20,2017-01-27,2017-06-30,False
6933655,397855,School,United States,California,transitioning,4,2017-01-20,2017-01-20,2017-06-30,False
6933656,397855,School,United States,California,no,4,2017-01-25,2017-01-25,2017-06-30,False
6933884,327961,School,United States,Hawaii,transitioning,3,2017-01-20,2017-01-20,2017-06-30,False
6934020,327961,School,United States,Hawaii,transitioning,3,2017-01-23,2017-01-23,2017-06-30,False
6939161,376949,School,United States,Missouri,transitioning,3,2017-01-20,2017-01-21,2018-06-30,False
6943545,331182,School,United States,Alaska,transitioning,3,2017-01-21,2017-01-22,2017-06-30,False
6945350,326515,School,United States,California,yes,K,2017-01-21,2017-01-22,2017-06-30,False
6945706,3280,School,United States,California,transitioning,2,2017-01-21,2017-01-21,2017-06-30,False
6946976,393079,School,United States,Arizona,not sure,2,2017-08-17,2017-09-07,2018-06-30,False
6948188,18664,School,,,no,Prep,2017-01-21,2017-01-24,2017-06-30,False
6948226,376949,School,United States,Missouri,yes,3,2017-01-22,2017-01-22,2017-06-30,False
6950821,2481,School,United States,North Carolina,no,K,2017-01-22,2017-01-22,2017-06-30,False
6953937,382910,School,United States,Oklahoma,not sure,4,2017-01-22,2017-03-17,2017-06-30,False
6954493,376949,School,United States,Missouri,not sure,2,2017-01-25,,,False
6954494,376949,School,United States,Missouri,yes,"3, 4, 5",2017-01-23,2017-02-01,2017-06-30,False
6954496,376949,School,United States,Missouri,yes,5,2017-01-23,2017-01-23,2017-06-30,False
6954499,376949,School,United States,Missouri,not sure,K,2017-01-22,,,False
6954501,376949,School,United States,Missouri,not sure,2,2017-01-23,2017-01-23,2017-06-30,False
6954503,376949,School,United States,Missouri,yes,1,2017-01-23,2017-01-23,2017-06-30,False
6954504,376949,School,United States,Missouri,yes,4,2017-01-22,2017-01-22,2018-06-30,False
6954505,376949,School,United States,Missouri,transitioning,4,2017-01-22,2017-03-04,2017-06-30,False
6954507,376949,School,United States,Missouri,not sure,4,2017-01-23,,,False
6954510,376949,School,United States,Missouri,not sure,5,2017-01-26,2017-01-29,2017-06-30,False
6961730,376949,School,United States,Missouri,no,4,2017-01-23,2017-01-23,2017-06-30,False
6962450,5718,School,Dominican Republic,Nacional,yes,1,2017-01-23,2017-01-23,2017-06-30,False
6962536,5718,School,Dominican Republic,Nacional,transitioning,K,2017-01-23,2017-01-23,2017-06-30,False
6962538,5718,School,Dominican Republic,Provincia de Monsenor Nouel,yes,"K, 1",2017-01-27,2017-01-27,2017-06-30,False
6963634,376949,School,United States,Missouri,yes,2,2017-01-23,2017-08-15,2018-06-30,False
6963935,19342,School,United States,Illinois,yes,3,2017-01-23,2017-01-23,2017-06-30,False
6963993,19342,School,United States,Illinois,yes,3,2017-01-23,2017-01-23,2017-06-30,False
6963994,18833,School,United States,California,transitioning,4,2017-01-23,,,False
6964231,19342,School,United States,Illinois,transitioning,2,2017-01-23,2017-01-24,2017-06-30,False
6964233,19342,School,United States,Illinois,yes,1,2017-01-23,2017-02-10,2017-06-30,False
6966839,5718,School,Dominican Republic,Nacional,no,Pre,2017-01-23,,,False
6967719,18833,School,United States,California,yes,K,2017-01-23,2017-01-23,2017-06-30,False
6968620,327961,School,United States,Hawaii,yes,K,2017-01-23,2017-01-30,2017-06-30,False
6968900,19342,School,United States,Illinois,transitioning,K,2017-01-23,2017-01-23,2017-06-30,False
6969079,19342,School,United States,Illinois,yes,"K, 1, 2, 3, 4",2017-01-23,,,False
6969390,368312,School,United States,Iowa,not sure,1,2017-01-23,2017-01-23,2017-06-30,False
6969497,368312,School,United States,Iowa,transitioning,K,2017-01-23,,,False
6969498,368312,School,United States,Iowa,no,K,2017-01-23,,,False
6969500,368312,School,United States,Iowa,not sure,2,2017-01-23,,,False
6969502,368312,School,United States,Iowa,transitioning,1,2017-01-23,,,False
6969503,368312,School,United States,Iowa,yes,1,2017-07-21,,,False
6969504,368312,School,United States,Iowa,not sure,2,2017-01-24,,,False
6969544,368312,School,United States,Iowa,not sure,1,2017-01-23,,,False
6969568,327961,School,United States,Hawaii,transitioning,4,2017-01-23,2017-01-30,2017-06-30,False
6969663,327961,School,United States,Hawaii,transitioning,4,2017-01-23,2017-01-29,2017-06-30,False
6969711,327961,School,United States,Hawaii,transitioning,4,2017-01-23,2017-03-08,2017-06-30,False
6969840,327961,School,United States,Hawaii,transitioning,4,2017-01-23,,,False
6969868,327961,School,United States,Hawaii,transitioning,4,2017-01-23,2017-02-03,2017-06-30,False
6970046,327961,School,United States,Hawaii,transitioning,4,2017-01-23,,,False
6970641,19342,School,United States,Illinois,yes,1,2017-01-23,2017-01-23,2017-06-30,False
6971566,378335,School,United States,Missouri,not sure,K,2017-03-23,2017-03-23,2017-06-30,False
6971792,327961,School,United States,Hawaii,yes,K,2017-01-23,2017-02-03,2017-06-30,False
6971868,327961,School,United States,Hawaii,yes,K,2017-01-23,2017-09-15,2018-06-30,False
6971894,327961,School,United States,Hawaii,yes,K,2017-01-23,2017-02-10,2017-06-30,False
6971943,327961,School,United States,Hawaii,transitioning,K,2017-01-23,2017-09-13,2018-06-30,False
6972135,327533,School,United States,California,transitioning,4,2017-01-23,2017-01-23,2017-06-30,False
6972639,328849,School,United States,Oregon,yes,Upper,2017-01-23,2017-01-29,2017-06-30,False
6974893,25423,School,United States,Maryland,no,"1, 2, 3, 4, 5",2017-04-25,2017-05-02,2018-06-30,False
6976029,396106,School,United States,California,yes,3,2017-01-23,,,False
6979229,368312,School,United States,Iowa,yes,K,2017-01-24,2017-01-24,2017-06-30,False
6979419,19053,School,United States,Missouri,transitioning,4,2017-01-24,2017-01-24,2017-06-30,False
6979805,350969,School,United States,Georgia,no,4,2017-01-24,2017-01-24,2017-06-30,False
6980468,352134,School,United States,Georgia,no,"K, 1, 2, 3, 4, 5",2017-01-24,2017-01-30,2017-06-30,True
6980684,367927,School,United States,Iowa,transitioning,3,2017-01-24,2017-01-24,2017-06-30,False
6980778,367927,School,United States,Iowa,yes,3,2017-01-24,2017-04-13,2018-06-30,False
6980779,367927,School,United States,Iowa,transitioning,3,2017-01-24,2017-02-23,2017-06-30,False
6981064,367927,School,United States,Iowa,transitioning,4,2017-01-24,2017-04-13,2018-06-30,False
6981794,327533,School,United States,California,transitioning,"2, Upper",2017-01-24,2017-01-24,2017-06-30,False
6981979,376949,School,United States,Missouri,yes,"4, 5",2017-01-24,2017-01-25,2017-06-30,False
6983103,364859,School,United States,Indiana,yes,"1, 2, 3, 4, 5",2017-01-24,2017-02-10,2017-06-30,False
6984031,367927,School,United States,Iowa,transitioning,1,2017-01-24,2017-02-06,2017-06-30,False
6984033,367927,School,United States,Iowa,transitioning,5,2017-01-24,,,False
6984494,382633,School,United States,Oklahoma,yes,3,2017-01-24,2017-03-22,2017-06-30,False
6985428,19145,School,United States,Michigan,not sure,3,2017-01-24,,,False
6986124,367927,School,United States,Iowa,transitioning,K,2017-01-24,,,False
6989022,367927,School,United States,Iowa,no,Pre,2017-01-24,,,False
6989873,367927,School,United States,Iowa,transitioning,K,2017-01-24,2017-04-03,2018-06-30,False
6991353,367927,School,United States,Iowa,transitioning,"K, 1, 2, 3, 4, 5, Upper",2017-01-24,,,False
6991862,367927,School,United States,Iowa,transitioning,5,2017-01-24,2017-01-29,2017-06-30,False
6995423,370322,School,United States,Wisconsin,transitioning,2,2017-01-24,2017-01-24,2017-06-30,False
